12/30 08:59:56.581  Gift of the Wild fades from Thefireball.
1/7 21:20:28.662  RABLOG_PLAYERS_WITHOUT: supdef&Tankmedady [Paladin; G1], Voxii [Warrior; G1], Thundrix [Shaman; G1], Conrii [Hunter; G2], Tugar [Warrior; G2], Saspatoon [Warrior; G2], Shamalaharis [Shaman; G2], Cellborne [Rogue; G2], Holeefyre [Priest; G3], Asspocalypse [Hunter; G3], Thannatos [Rogue; G3], Zhwalter [Shaman; G3], Smallbills [Warlock; G4], Dezii [Priest; G4], Royalseedpod [Druid; G4], Pendrell [Mage; G4]
1/7 21:20:28.662  RABLOG_PLAYERS_WITHOUT: shadowpower&Holeefyre [Priest; G3], Dezii [Priest; G4], Smallbills [Warlock; G4]
1/7 21:20:28.662  RABLOG_PLAYERS_WITH: titans&Tankmedady [Paladin; G1]
1/7 21:20:28.662  RABLOG_PLAYERS_WITHOUT: titans&Voxii [Warrior; G1], Thundrix [Shaman; G1], Hooliganscha [Druid; G1], Drube [Druid; G1], Conrii [Hunter; G2], Tugar [Warrior; G2], Saspatoon [Warrior; G2], Shamalaharis [Shaman; G2], Cellborne [Rogue; G2], Holeefyre [Priest; G3], Asspocalypse [Hunter; G3], Thannatos [Rogue; G3], Zhwalter [Shaman; G3], Smallbills [Warlock; G4], Dezii [Priest; G4], Royalseedpod [Druid; G4], Pendrell [Mage; G4]
1/7 21:20:28.662  RABLOG_PLAYERS_WITH: giftarthas&Tankmedady [Paladin; G1], Hooliganscha [Druid; G1], Drube [Druid; G1]
1/7 21:20:28.662  RABLOG_PLAYERS_WITHOUT: giftarthas&Voxii [Warrior; G1], Thundrix [Shaman; G1], Conrii [Hunter; G2], Tugar [Warrior; G2], Saspatoon [Warrior; G2], Shamalaharis [Shaman; G2], Cellborne [Rogue; G2], Holeefyre [Priest; G3], Asspocalypse [Hunter; G3], Thannatos [Rogue; G3], Zhwalter [Shaman; G3], Smallbills [Warlock; G4], Dezii [Priest; G4], Royalseedpod [Druid; G4], Pendrell [Mage; G4]
1/7 21:20:28.662  RABLOG_PLAYERS_WITH: greaterarcane&Dezii [Priest; G4], Pendrell [Mage; G4]
1/7 21:20:28.662  RABLOG_PLAYERS_WITHOUT: greaterarcane&Tankmedady [Paladin; G1], Thundrix [Shaman; G1], Hooliganscha [Druid; G1], Drube [Druid; G1], Shamalaharis [Shaman; G2], Zhwalter [Shaman; G3], Holeefyre [Priest; G3], Smallbills [Warlock; G4], Royalseedpod [Druid; G4]
1/7 21:20:28.662  RABLOG_PLAYERS_WITH: scorpok&Hooliganscha [Druid; G1], Conrii [Hunter; G2], Cellborne [Rogue; G2]
1/7 21:20:28.662  RABLOG_PLAYERS_WITHOUT: scorpok&Tankmedady [Paladin; G1], Voxii [Warrior; G1], Thundrix [Shaman; G1], Drube [Druid; G1], Tugar [Warrior; G2], Saspatoon [Warrior; G2], Shamalaharis [Shaman; G2], Holeefyre [Priest; G3], Asspocalypse [Hunter; G3], Thannatos [Rogue; G3], Zhwalter [Shaman; G3], Smallbills [Warlock; G4], Dezii [Priest; G4], Royalseedpod [Druid; G4], Pendrell [Mage; G4]
1/7 21:20:28.662  RABLOG_PLAYERS_WITHOUT: mushroomstam&Tankmedady [Paladin; G1], Voxii [Warrior; G1], Thundrix [Shaman; G1], Hooliganscha [Druid; G1], Drube [Druid; G1], Conrii [Hunter; G2], Tugar [Warrior; G2], Saspatoon [Warrior; G2], Shamalaharis [Shaman; G2], Cellborne [Rogue; G2], Holeefyre [Priest; G3], Asspocalypse [Hunter; G3], Thannatos [Rogue; G3], Zhwalter [Shaman; G3], Smallbills [Warlock; G4], Dezii [Priest; G4], Royalseedpod [Druid; G4], Pendrell [Mage; G4]
1/8 14:21:07.820  OGRH_CONSUME_PULL: 1767903667&01/08&14:21&Emerald Sanctum&Hard Mode&0&Unknown&27
1/8 14:21:07.826  OGRH_CONSUME_PLAYER: Aestine&Mage&RANGED&0&0&15
1/8 14:21:07.826  OGRH_CONSUME_PLAYER: Balsheava&Shaman&RANGED&0&0&18
1/8 14:21:07.826  OGRH_CONSUME_PLAYER: Blackpoison&Warlock&RANGED&0&0&16
1/8 14:21:07.845  OGRH_CONSUME_PLAYER: Broomie&Druid&HEALERS&0&0&12
1/8 14:21:07.845  OGRH_CONSUME_PLAYER: Ghote&Paladin&HEALERS&0&0&13
1/8 14:21:07.858  OGRH_CONSUME_PLAYER: Halvooz&Warrior&TANKS&0&0&16
1/8 14:21:07.858  OGRH_CONSUME_PLAYER: Kalistefa&Druid&HEALERS&0&0&12
1/8 14:21:07.871  OGRH_CONSUME_PLAYER: Kascaa&Paladin&HEALERS&0&0&13
1/8 14:21:07.871  OGRH_CONSUME_PLAYER: Kellenharte&Paladin&HEALERS&0&0&13
1/8 14:21:07.871  OGRH_CONSUME_PLAYER: Kolezanka&Hunter&RANGED&0&0&13
1/8 14:21:07.890  OGRH_CONSUME_PLAYER: Koraseru&Warrior&TANKS&0&0&16
1/8 14:21:07.890  OGRH_CONSUME_PLAYER: Moncowtos&Warrior&TANKS&0&0&16
1/8 14:21:07.903  OGRH_CONSUME_PLAYER: Morb&Shaman&RANGED&0&0&18
1/8 14:21:07.903  OGRH_CONSUME_PLAYER: Orng&Mage&RANGED&0&0&15
1/8 14:21:07.903  OGRH_CONSUME_PLAYER: Punishhier&Shaman&RANGED&0&0&18
1/8 14:21:07.922  OGRH_CONSUME_PLAYER: Shalira&Priest&HEALERS&0&0&12
1/8 14:21:07.922  OGRH_CONSUME_PLAYER: Spliffen&Shaman&RANGED&0&0&18
1/8 14:21:07.935  OGRH_CONSUME_PLAYER: Suzuhara&Mage&RANGED&0&0&15
1/8 14:21:07.935  OGRH_CONSUME_PLAYER: Tankmedady&Paladin&TANKS&0&0&18
1/8 14:21:07.935  OGRH_CONSUME_PLAYER: Tomkoshkax&Druid&HEALERS&0&0&12
1/8 14:21:07.955  OGRH_CONSUME_PLAYER: Vargozh&Warrior&TANKS&0&0&16
1/8 14:21:07.955  OGRH_CONSUME_PLAYER: Vintagestory&Priest&HEALERS&0&0&12
1/8 14:21:07.967  OGRH_CONSUME_PLAYER: Whell&Warrior&TANKS&0&0&16
1/8 14:21:07.967  OGRH_CONSUME_PLAYER: Xupinga&Warlock&RANGED&0&0&16
1/8 14:21:07.980  OGRH_CONSUME_PLAYER: Zarush&Hunter&RANGED&0&0&13
1/8 14:21:07.980  OGRH_CONSUME_END: 1767903667
1/8 14:22:24.025  OGRH_CONSUME_PULL: 1767903744&01/08&14:22&Emerald Sanctum&Hard Mode&0&Unknown&28
1/8 14:22:24.036  OGRH_CONSUME_PLAYER: Aestine&Mage&RANGED&0&0&15
1/8 14:22:24.048  OGRH_CONSUME_PLAYER: Balsheava&Shaman&RANGED&0&0&18
1/8 14:22:24.062  OGRH_CONSUME_PLAYER: Blackpoison&Warlock&RANGED&0&0&16
1/8 14:22:24.062  OGRH_CONSUME_PLAYER: Broomie&Druid&HEALERS&0&0&12
1/8 14:22:24.082  OGRH_CONSUME_PLAYER: Ghote&Paladin&HEALERS&0&0&13
1/8 14:22:24.093  OGRH_CONSUME_PLAYER: Halvooz&Warrior&TANKS&0&0&16
1/8 14:22:24.093  OGRH_CONSUME_PLAYER: Kalistefa&Druid&HEALERS&0&0&12
1/8 14:22:24.115  OGRH_CONSUME_PLAYER: Kascaa&Paladin&HEALERS&0&0&13
1/8 14:22:24.127  OGRH_CONSUME_PLAYER: Kellenharte&Paladin&HEALERS&0&0&13
1/8 14:22:24.137  OGRH_CONSUME_PLAYER: Kolezanka&Hunter&RANGED&0&0&13
1/8 14:22:24.137  OGRH_CONSUME_PLAYER: Koraseru&Warrior&TANKS&0&0&16
1/8 14:22:24.160  OGRH_CONSUME_PLAYER: Missye&Warlock&RANGED&0&0&16
1/8 14:22:24.170  OGRH_CONSUME_PLAYER: Moncowtos&Warrior&TANKS&0&0&16
1/8 14:22:24.170  OGRH_CONSUME_PLAYER: Morb&Shaman&RANGED&0&0&18
1/8 14:22:24.187  OGRH_CONSUME_PLAYER: Orng&Mage&RANGED&0&0&15
1/8 14:22:24.187  OGRH_CONSUME_PLAYER: Punishhier&Shaman&RANGED&0&0&18
1/8 14:22:24.205  OGRH_CONSUME_PLAYER: Shalira&Priest&HEALERS&0&0&12
1/8 14:22:24.205  OGRH_CONSUME_PLAYER: Spliffen&Shaman&RANGED&0&0&18
1/8 14:22:24.220  OGRH_CONSUME_PLAYER: Suzuhara&Mage&RANGED&0&0&15
1/8 14:22:24.232  OGRH_CONSUME_PLAYER: Tankmedady&Paladin&TANKS&0&0&18
1/8 14:22:24.232  OGRH_CONSUME_PLAYER: Tomkoshkax&Druid&HEALERS&0&0&12
1/8 14:22:24.251  OGRH_CONSUME_PLAYER: Vargozh&Warrior&TANKS&0&0&16
1/8 14:22:24.251  OGRH_CONSUME_PLAYER: Vintagestory&Priest&HEALERS&0&0&12
1/8 14:22:24.269  OGRH_CONSUME_PLAYER: Whell&Warrior&TANKS&0&0&16
1/8 14:22:24.269  OGRH_CONSUME_PLAYER: Xupinga&Warlock&RANGED&0&0&16
1/8 14:22:24.284  OGRH_CONSUME_PLAYER: Zarush&Hunter&RANGED&0&0&13
1/8 14:22:24.284  OGRH_CONSUME_END: 1767903744
1/8 14:24:04.771  RABLOG_PULL: 2026-01-08 14:24:04&14:24:04&16:27&6&OGRH_Consumables&Tankmedady&Nordanaar&Moncowtos&RAID/28&None
1/8 14:24:04.771  RABLOG_BAR: 1&arcanegiants&TXMX&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 2&dreamwater&TXMX&0&8&0&0&& as
1/8 14:24:04.771  RABLOG_BAR: 3&emeraldmongoose&TXMX&0&8&0&0&& as
1/8 14:24:04.771  RABLOG_BAR: 4&telabimdelight&THMR&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 5&telabimsurprise&THMR&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 6&dreamshard&THMR&0&8&0&0&& as
1/8 14:24:04.771  RABLOG_BAR: 7&dreamtonic&TXMR&0&8&0&0&& as
1/8 14:24:04.771  RABLOG_BAR: 8&giants&TXMR&0&8&0&0&& wd
1/8 14:24:04.771  RABLOG_BAR: 9&greaterarcanepower&TXMR&0&6&0&0&& md
1/8 14:24:04.771  RABLOG_BAR: 10&greaterfirepower&TXMR&0&10&0&0&& sml
1/8 14:24:04.771  RABLOG_BAR: 11&greaterfrostpower&TXMR&0&7&0&0&& sm
1/8 14:24:04.771  RABLOG_BAR: 12&greaternaturepower&TXMR&0&7&0&0&& sd
1/8 14:24:04.771  RABLOG_BAR: 13&mongoose&TXMR&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 14&supdef&TXXX&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 15&shadowpower&TXMR&0&5&0&0&& lp
1/8 14:24:04.771  RABLOG_BAR: 16&titans&THMR&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 17&giftarthas&TXXX&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 18&greaterarcane&TXMR&0&19&0&0&& asmlpd
1/8 14:24:04.771  RABLOG_BAR: 19&scorpok&TXMR&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 20&mushroomstam&THMR&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 21&herbalsalad&THMR&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 22&jujumight&TXMR&0&12&0&0&& wsd
1/8 14:24:04.771  RABLOG_BAR: 23&merlot&THMR&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 24&nightfinsoup&THMR&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 25&roids&TXMR&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 26&rumseyrum&THMR&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 27&firewater&TXMR&0&12&0&0&& wsd
1/8 14:24:04.771  RABLOG_BAR: 28&spiritofzanza&THMR&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 29&merlotblue&THMR&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 30&mushroomstr&THMR&0&26&0&0&&
1/8 14:24:04.771  RABLOG_BAR: 31&cerebralcortex&THMR&0&21&0&0&& asmlphd
1/8 14:24:04.771  RABLOG_BAR: 32&mageblood&XHMR&0&21&0&0&& asmlphd
1/8 14:24:04.771  RABLOG_BAR: 33&mageblood&TXXX&0&8&0&0&& as
1/8 14:24:04.771  RABLOG_BAR: 34&flask&THMR&0&19&0&0&& asmlpd
1/8 14:24:04.771  RABLOG_BAR: 35&wisdom&THMR&0&19&0&0&& asmlpd
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: arcanegiants&Moncowtos [Warrior; G1], Kellenharte [Paladin; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Ghote [Paladin; G2], Kolezanka [Hunter; G2], Halvooz [Warrior; G2], Spliffen [Shaman; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Shalira [Priest; G3], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Zarush [Hunter; G4], Tankmedady [Paladin; G4], Vargozh [Warrior; G4], Balsheava [Shaman; G5], Kascaa [Paladin; G5], Koraseru [Warrior; G5], Missye [Warlock; G6], Blackpoison [Warlock; G6], Xupinga [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: dreamwater&Kellenharte [Paladin; G1], Morb [Shaman; G1], Spliffen [Shaman; G2], Ghote [Paladin; G2], Punishhier [Shaman; G4], Tankmedady [Paladin; G4], Kascaa [Paladin; G5], Balsheava [Shaman; G5]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: emeraldmongoose&Kellenharte [Paladin; G1], Morb [Shaman; G1], Spliffen [Shaman; G2], Ghote [Paladin; G2], Punishhier [Shaman; G4], Tankmedady [Paladin; G4], Kascaa [Paladin; G5], Balsheava [Shaman; G5]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: telabimdelight&Moncowtos [Warrior; G1], Kellenharte [Paladin; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Ghote [Paladin; G2], Kolezanka [Hunter; G2], Halvooz [Warrior; G2], Spliffen [Shaman; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Shalira [Priest; G3], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Zarush [Hunter; G4], Tankmedady [Paladin; G4], Vargozh [Warrior; G4], Balsheava [Shaman; G5], Kascaa [Paladin; G5], Koraseru [Warrior; G5], Missye [Warlock; G6], Blackpoison [Warlock; G6], Xupinga [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: telabimsurprise&Moncowtos [Warrior; G1], Kellenharte [Paladin; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Ghote [Paladin; G2], Kolezanka [Hunter; G2], Halvooz [Warrior; G2], Spliffen [Shaman; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Shalira [Priest; G3], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Zarush [Hunter; G4], Tankmedady [Paladin; G4], Vargozh [Warrior; G4], Balsheava [Shaman; G5], Kascaa [Paladin; G5], Koraseru [Warrior; G5], Missye [Warlock; G6], Blackpoison [Warlock; G6], Xupinga [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: dreamshard&Kellenharte [Paladin; G1], Morb [Shaman; G1], Spliffen [Shaman; G2], Ghote [Paladin; G2], Punishhier [Shaman; G4], Tankmedady [Paladin; G4], Kascaa [Paladin; G5], Balsheava [Shaman; G5]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: dreamtonic&Kellenharte [Paladin; G1], Morb [Shaman; G1], Spliffen [Shaman; G2], Ghote [Paladin; G2], Punishhier [Shaman; G4], Tankmedady [Paladin; G4], Kascaa [Paladin; G5], Balsheava [Shaman; G5]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: giants&Moncowtos [Warrior; G1], Whell [Warrior; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Halvooz [Warrior; G2], Tomkoshkax [Druid; G4], Vargozh [Warrior; G4], Koraseru [Warrior; G5]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: greaterarcanepower&Kalistefa [Druid; G1], Broomie [Druid; G2], Orng [Mage; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Tomkoshkax [Druid; G4]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: greaterfirepower&Morb [Shaman; G1], Spliffen [Shaman; G2], Aestine [Mage; G3], Orng [Mage; G3], Suzuhara [Mage; G3], Punishhier [Shaman; G4], Balsheava [Shaman; G5], Blackpoison [Warlock; G6], Xupinga [Warlock; G6], Missye [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: greaterfrostpower&Morb [Shaman; G1], Spliffen [Shaman; G2], Aestine [Mage; G3], Orng [Mage; G3], Suzuhara [Mage; G3], Punishhier [Shaman; G4], Balsheava [Shaman; G5]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: greaternaturepower&Kalistefa [Druid; G1], Morb [Shaman; G1], Broomie [Druid; G2], Spliffen [Shaman; G2], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Balsheava [Shaman; G5]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: mongoose&Moncowtos [Warrior; G1], Kellenharte [Paladin; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Ghote [Paladin; G2], Kolezanka [Hunter; G2], Halvooz [Warrior; G2], Spliffen [Shaman; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Shalira [Priest; G3], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Zarush [Hunter; G4], Tankmedady [Paladin; G4], Vargozh [Warrior; G4], Balsheava [Shaman; G5], Kascaa [Paladin; G5], Koraseru [Warrior; G5], Missye [Warlock; G6], Blackpoison [Warlock; G6], Xupinga [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: supdef&Moncowtos [Warrior; G1], Kellenharte [Paladin; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Ghote [Paladin; G2], Kolezanka [Hunter; G2], Halvooz [Warrior; G2], Spliffen [Shaman; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Shalira [Priest; G3], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Zarush [Hunter; G4], Tankmedady [Paladin; G4], Vargozh [Warrior; G4], Balsheava [Shaman; G5], Kascaa [Paladin; G5], Koraseru [Warrior; G5], Missye [Warlock; G6], Blackpoison [Warlock; G6], Xupinga [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: shadowpower&Shalira [Priest; G3], Vintagestory [Priest; G3], Blackpoison [Warlock; G6], Xupinga [Warlock; G6], Missye [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: titans&Moncowtos [Warrior; G1], Kellenharte [Paladin; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Ghote [Paladin; G2], Kolezanka [Hunter; G2], Halvooz [Warrior; G2], Spliffen [Shaman; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Shalira [Priest; G3], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Zarush [Hunter; G4], Tankmedady [Paladin; G4], Vargozh [Warrior; G4], Balsheava [Shaman; G5], Kascaa [Paladin; G5], Koraseru [Warrior; G5], Missye [Warlock; G6], Blackpoison [Warlock; G6], Xupinga [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: giftarthas&Moncowtos [Warrior; G1], Kellenharte [Paladin; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Ghote [Paladin; G2], Kolezanka [Hunter; G2], Halvooz [Warrior; G2], Spliffen [Shaman; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Shalira [Priest; G3], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Zarush [Hunter; G4], Tankmedady [Paladin; G4], Vargozh [Warrior; G4], Balsheava [Shaman; G5], Kascaa [Paladin; G5], Koraseru [Warrior; G5], Missye [Warlock; G6], Blackpoison [Warlock; G6], Xupinga [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: greaterarcane&Kalistefa [Druid; G1], Kellenharte [Paladin; G1], Morb [Shaman; G1], Broomie [Druid; G2], Spliffen [Shaman; G2], Ghote [Paladin; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Shalira [Priest; G3], Suzuhara [Mage; G3], Aestine [Mage; G3], Tankmedady [Paladin; G4], Punishhier [Shaman; G4], Tomkoshkax [Druid; G4], Kascaa [Paladin; G5], Balsheava [Shaman; G5], Xupinga [Warlock; G6], Blackpoison [Warlock; G6], Missye [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: scorpok&Moncowtos [Warrior; G1], Kellenharte [Paladin; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Ghote [Paladin; G2], Kolezanka [Hunter; G2], Halvooz [Warrior; G2], Spliffen [Shaman; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Shalira [Priest; G3], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Zarush [Hunter; G4], Tankmedady [Paladin; G4], Vargozh [Warrior; G4], Balsheava [Shaman; G5], Kascaa [Paladin; G5], Koraseru [Warrior; G5], Missye [Warlock; G6], Blackpoison [Warlock; G6], Xupinga [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: mushroomstam&Moncowtos [Warrior; G1], Kellenharte [Paladin; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Ghote [Paladin; G2], Kolezanka [Hunter; G2], Halvooz [Warrior; G2], Spliffen [Shaman; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Shalira [Priest; G3], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Zarush [Hunter; G4], Tankmedady [Paladin; G4], Vargozh [Warrior; G4], Balsheava [Shaman; G5], Kascaa [Paladin; G5], Koraseru [Warrior; G5], Missye [Warlock; G6], Blackpoison [Warlock; G6], Xupinga [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: herbalsalad&Moncowtos [Warrior; G1], Kellenharte [Paladin; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Ghote [Paladin; G2], Kolezanka [Hunter; G2], Halvooz [Warrior; G2], Spliffen [Shaman; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Shalira [Priest; G3], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Zarush [Hunter; G4], Tankmedady [Paladin; G4], Vargozh [Warrior; G4], Balsheava [Shaman; G5], Kascaa [Paladin; G5], Koraseru [Warrior; G5], Missye [Warlock; G6], Blackpoison [Warlock; G6], Xupinga [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: jujumight&Moncowtos [Warrior; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Spliffen [Shaman; G2], Broomie [Druid; G2], Halvooz [Warrior; G2], Tomkoshkax [Druid; G4], Vargozh [Warrior; G4], Punishhier [Shaman; G4], Koraseru [Warrior; G5], Balsheava [Shaman; G5]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: merlot&Moncowtos [Warrior; G1], Kellenharte [Paladin; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Ghote [Paladin; G2], Kolezanka [Hunter; G2], Halvooz [Warrior; G2], Spliffen [Shaman; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Shalira [Priest; G3], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Zarush [Hunter; G4], Tankmedady [Paladin; G4], Vargozh [Warrior; G4], Balsheava [Shaman; G5], Kascaa [Paladin; G5], Koraseru [Warrior; G5], Missye [Warlock; G6], Blackpoison [Warlock; G6], Xupinga [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: nightfinsoup&Moncowtos [Warrior; G1], Kellenharte [Paladin; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Ghote [Paladin; G2], Kolezanka [Hunter; G2], Halvooz [Warrior; G2], Spliffen [Shaman; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Shalira [Priest; G3], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Zarush [Hunter; G4], Tankmedady [Paladin; G4], Vargozh [Warrior; G4], Balsheava [Shaman; G5], Kascaa [Paladin; G5], Koraseru [Warrior; G5], Missye [Warlock; G6], Blackpoison [Warlock; G6], Xupinga [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: roids&Moncowtos [Warrior; G1], Kellenharte [Paladin; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Ghote [Paladin; G2], Kolezanka [Hunter; G2], Halvooz [Warrior; G2], Spliffen [Shaman; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Shalira [Priest; G3], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Zarush [Hunter; G4], Tankmedady [Paladin; G4], Vargozh [Warrior; G4], Balsheava [Shaman; G5], Kascaa [Paladin; G5], Koraseru [Warrior; G5], Missye [Warlock; G6], Blackpoison [Warlock; G6], Xupinga [Warlock; G6]
1/8 14:24:04.771  RABLOG_PLAYERS_WITHOUT: rumseyrum&Moncowtos [Warrior; G1], Kellenharte [Paladin; G1], Whell [Warrior; G1], Morb [Shaman; G1], Kalistefa [Druid; G1], Broomie [Druid; G2], Ghote [Paladin; G2], Kolezanka [Hunter; G2], Halvooz [Warrior; G2], Spliffen [Shaman; G2], Orng [Mage; G3], Vintagestory [Priest; G3], Aestine [Mage; G3], Suzuhara [Mage; G3], Shalira [Priest; G3], Tomkoshkax [Druid; G4], Punishhier [Shaman; G4], Zarush [Hunter; G4], Tankmedady [Paladin; G4], Vargozh [Warrior; G4], Balsheava [Shaman; G5], Kascaa [Paladin; G5], Koraseru [Warrior; G5], Missye [Warlock; G6], Blackpoison [Warlock; G6], Xupinga [Warlock; G6]
